Attribute,Value,Year,Month,Year,Month,Year,Month
GBP,123.954,2009,September,2009,October,2009,July
GBP,124.001,2009,September,2009,September,2009,June
GBP,124.024,2009,May,2009,May,2009,February
GBP,124.684,2009,May,2009,June,2009,February
GBP,125.056,2009,July,2009,July,2009,April
GBP,125.103,2009,July,2009,July,2009,April
GBP,125.304,2009,July,2009,July,2009,April
GBP,125.32,2009,September,2009,September,2009,June
GBP,125.499,2009,July,2009,July,2009,April
GBP,125.545,2009,June,2009,June,2009,March
GBP,125.553,2009,August,2009,August,2009,June
GBP,125.592,2009,September,2009,September,2009,June
GBP,125.739,2009,July,2009,July,2009,April
GBP,125.778,2009,August,2009,September,2009,June
GBP,125.84,2009,July,2009,July,2009,April
GBP,125.863,2009,August,2009,August,2009,May
GBP,125.863,2009,August,2009,September,2009,June
GBP,125.925,2009,May,2009,June,2009,March
GBP,125.925,2009,June,2009,June,2009,March
GBP,126.15,2009,June,2009,June,2009,March
GBP,126.313,2009,August,2009,September,2009,June
GBP,126.414,2009,June,2009,June,2009,March
GBP,126.445,2009,July,2009,July,2009,April
GBP,126.57,2009,September,2009,September,2009,June
GBP,126.593,2009,July,2009,July,2009,April
GBP,126.639,2009,August,2009,August,2009,May
GBP,126.709,2009,July,2009,July,2009,April
GBP,126.733,2009,June,2009,July,2009,April
GBP,126.756,2009,August,2009,August,2009,June
GBP,126.795,2009,June,2009,June,2009,March
GBP,126.919,2009,June,2009,June,2009,March
GBP,126.934,2009,August,2009,September,2009,June
GBP,126.95,2009,September,2009,September,2009,June
GBP,126.978,2008,October,2008,October,2008,August
GBP,127.043,2009,June,2009,July,2009,April
GBP,127.121,2009,June,2009,June,2009,March
GBP,127.175,2009,September,2009,September,2009,June
GBP,127.229,2009,June,2009,June,2009,March
GBP,127.245,2009,August,2009,August,2009,May
GBP,127.253,2009,September,2009,September,2009,June
GBP,127.268,2009,June,2009,June,2009,March
GBP,127.299,2009,June,2009,June,2009,March
GBP,127.392,2009,June,2009,June,2009,March
GBP,127.416,2009,July,2009,July,2009,April
GBP,127.439,2009,July,2009,July,2009,April
GBP,127.447,2009,July,2009,July,2009,April
GBP,127.454,2009,July,2009,July,2009,April
GBP,127.478,2009,June,2009,June,2009,March
GBP,127.532,2009,June,2009,July,2009,March
GBP,127.563,2009,August,2009,August,2009,May
GBP,127.641,2009,July,2009,July,2009,April
GBP,127.726,2009,September,2009,September,2009,June
GBP,127.811,2009,September,2009,September,2009,June
GBP,127.842,2009,September,2009,September,2009,June
GBP,127.866,2009,August,2009,August,2009,May
GBP,127.912,2009,June,2009,June,2009,March
GBP,127.928,2009,August,2009,August,2009,May
GBP,127.936,2009,July,2009,July,2009,April
GBP,127.952,2008,October,2008,October,2008,July
GBP,127.982,2009,July,2009,July,2009,April
GBP,127.99,2009,June,2009,June,2009,March
GBP,128.029,2009,June,2009,June,2009,March
GBP,128.114,2009,July,2009,July,2009,April
GBP,128.114,2009,August,2009,August,2009,May
GBP,128.114,2009,September,2009,September,2009,June
GBP,128.168,2009,June,2009,July,2009,March
GBP,128.238,2009,May,2009,June,2009,March
GBP,128.238,2009,August,2009,August,2009,May
GBP,128.401,2009,May,2009,June,2009,February
GBP,128.471,2009,August,2009,August,2009,May
GBP,128.494,2009,June,2009,June,2009,March
GBP,128.587,2009,August,2009,August,2009,May
GBP,128.603,2009,July,2009,August,2009,May
GBP,128.634,2009,August,2009,August,2009,May
GBP,128.642,2009,July,2009,July,2009,April
GBP,128.704,2009,September,2009,September,2009,June
GBP,128.719,2009,August,2009,August,2009,May
GBP,128.825,2008,October,2008,October,2008,July
GBP,128.952,2008,October,2008,October,2008,August
GBP,129.565,2009,September,2009,September,2009,June
GBP,129.744,2009,August,2009,August,2009,May
GBP,130.099,2008,October,2008,October,2008,July
GBP,130.132,2008,October,2008,October,2008,July
GBP,130.299,2008,October,2008,October,2008,July
GBP,130.799,2009,August,2009,August,2009,May
GBP,131.071,2009,July,2009,August,2009,May
GBP,131.122,2008,September,2008,September,2008,June
GBP,131.269,2008,October,2008,October,2008,July
GBP,131.381,2009,July,2009,August,2009,May
GBP,131.414,2008,October,2008,October,2008,July
GBP,131.42,2008,October,2008,October,2008,July
GBP,131.591,2009,July,2009,August,2009,May
GBP,131.616,2008,September,2008,September,2008,June
GBP,131.871,2008,October,2008,October,2008,July
GBP,132.137,2008,October,2008,October,2008,July
GBP,132.442,2010,May,2010,May,2010,February
GBP,132.702,2009,September,2009,October,2009,July
GBP,132.71,2010,May,2010,May,2010,February
GBP,132.837,2010,May,2010,May,2010,February
GBP,132.906,2010,May,2010,May,2010,February
GBP,133.016,2008,September,2008,September,2008,June
GBP,133.021,2010,May,2010,May,2010,February
GBP,133.212,2010,June,2010,June,2010,March
GBP,133.227,2008,September,2008,September,2008,July
GBP,133.378,2010,May,2010,May,2010,February
GBP,133.592,2010,June,2010,June,2010,March
GBP,133.636,2010,June,2010,June,2010,March
GBP,133.715,2008,September,2008,September,2008,June
GBP,133.733,2010,May,2010,May,2010,February
GBP,133.862,2008,September,2008,September,2008,July
GBP,133.955,2010,May,2010,June,2010,February
GBP,134.024,2010,May,2010,May,2010,February
GBP,134.149,2010,May,2010,May,2010,February
GBP,134.303,2010,February,2010,March,2009,November
GBP,134.38,2010,May,2010,May,2010,February
GBP,134.458,2010,March,2010,March,2009,December
GBP,134.64,2009,October,2009,October,2009,July
GBP,134.728,2010,June,2010,June,2010,March
GBP,134.8,2008,September,2008,October,2008,July
GBP,134.92,2009,September,2009,October,2009,July
GBP,134.935,2008,September,2008,September,2008,June
GBP,135.093,2010,May,2010,June,2010,March
GBP,135.13,2009,October,2009,October,2009,July
GBP,135.189,2008,September,2008,September,2008,July
GBP,135.244,2009,October,2009,October,2009,July
GBP,135.266,2009,October,2009,October,2009,July
GBP,135.289,2010,March,2010,March,2009,December
GBP,135.325,2010,February,2010,March,2009,November
GBP,135.394,2010,June,2010,June,2010,March
GBP,135.466,2010,June,2010,June,2010,March
GBP,135.524,2010,March,2010,March,2009,December
GBP,135.708,2009,October,2009,October,2009,July
GBP,135.731,2010,May,2010,June,2010,March
GBP,135.767,2010,March,2010,March,2009,December
GBP,135.779,2010,May,2010,May,2010,February
GBP,135.822,2010,March,2010,March,2009,December
GBP,135.977,2008,September,2008,September,2008,July
GBP,135.983,2010,March,2010,March,2009,December
GBP,136.058,2010,June,2010,June,2010,March
GBP,136.123,2009,October,2009,October,2009,July
GBP,136.252,2010,June,2010,June,2010,March
GBP,136.269,2010,June,2010,June,2010,March
GBP,136.304,2010,May,2010,June,2010,February
GBP,136.309,2010,March,2010,March,2009,December
GBP,136.334,2010,June,2010,June,2010,March
GBP,136.621,2010,February,2010,March,2009,November
GBP,136.721,2008,September,2008,September,2008,July
GBP,136.792,2010,February,2010,March,2009,November
GBP,136.952,2010,March,2010,March,2009,December
GBP,137.223,2010,May,2010,May,2010,February
GBP,137.25,2010,June,2010,June,2010,March
GBP,137.305,2010,March,2010,March,2009,December
GBP,137.324,2010,June,2010,June,2010,March
GBP,137.331,2010,May,2010,May,2010,February
GBP,137.339,2009,October,2009,October,2009,July
GBP,137.343,2009,October,2009,October,2009,July
GBP,137.392,2010,March,2010,March,2009,December
GBP,137.396,2010,June,2010,June,2010,March
GBP,137.428,2010,March,2010,March,2009,December
GBP,137.435,2009,October,2009,October,2009,July
GBP,137.523,2008,September,2008,September,2008,July
GBP,137.541,2010,June,2010,June,2010,March
GBP,137.56307,2005,November,2005,November,2005,November
GBP,137.58,2010,June,2010,July,2010,March
GBP,137.7,2009,October,2009,November,2009,August
GBP,137.713,2010,March,2010,March,2009,December
GBP,137.792,2008,August,2008,August,2008,June
GBP,137.792,2008,August,2008,September,2008,June
GBP,137.919,2009,October,2009,October,2009,July
GBP,137.935,2010,March,2010,March,2009,December
GBP,137.942,2010,June,2010,June,2010,March
GBP,137.953,2009,October,2009,October,2009,July
GBP,137.992,2010,February,2010,February,2009,November
GBP,138.047,2009,October,2009,October,2009,July
GBP,138.188,2010,August,2010,September,2010,June
GBP,138.25,2010,May,2010,May,2010,February
GBP,138.30758,2005,November,2005,November,2005,November
GBP,138.3474,2005,November,2005,November,2005,November
GBP,138.36703,2005,November,2005,November,2005,November
GBP,138.39583,2006,April,2006,April,2006,March
GBP,138.404,2010,August,2010,September,2010,June
GBP,138.437,2010,February,2010,February,2009,November
GBP,138.524,2010,August,2010,September,2010,June
GBP,138.53224,2006,March,2006,March,2006,March
GBP,138.53703,2005,December,2005,December,2005,November
GBP,138.53852,2005,December,2005,December,2005,November
GBP,138.53935,2005,December,2005,December,2005,November
GBP,138.5459,2005,December,2005,December,2005,November
GBP,138.54994,2005,December,2005,December,2005,December
GBP,138.55463,2005,November,2005,November,2005,November
GBP,138.594,2010,July,2010,July,2010,April
GBP,138.60425,2005,November,2005,November,2005,November
GBP,138.62,2010,September,2010,September,2010,June
GBP,138.634,2009,October,2009,October,2009,July
GBP,138.713,2010,August,2010,September,2010,June
GBP,138.722,2010,March,2010,March,2009,December
GBP,138.746,2010,September,2010,September,2010,June
GBP,138.763,2010,May,2010,May,2010,February
GBP,138.76918,2005,November,2005,November,2005,November
GBP,138.87629,2005,December,2005,December,2005,December
GBP,138.886,2008,September,2008,September,2008,July
GBP,138.908,2008,September,2008,September,2008,July
GBP,138.922,2008,September,2008,September,2008,July
GBP,138.928,2010,June,2010,July,2010,March
GBP,138.945,2010,July,2010,July,2010,April
GBP,138.96112,2005,November,2005,November,2005,November
GBP,138.965,2010,June,2010,June,2010,March
GBP,138.97628,2005,November,2005,November,2005,November
GBP,138.978,2010,February,2010,February,2009,November
GBP,138.983,2010,June,2010,June,2010,March
GBP,139.06728,2006,February,2006,February,2006,February
GBP,139.07911,2006,March,2006,March,2006,March
GBP,139.08,2010,March,2010,March,2009,December
GBP,139.0802,2006,March,2006,March,2006,March
GBP,139.08072,2006,January,2006,January,2005,December
GBP,139.121,2009,October,2009,October,2009,July
GBP,139.159,2010,September,2010,September,2010,June
GBP,139.161,2010,March,2010,March,2009,December
GBP,139.173,2010,February,2010,February,2009,November
GBP,139.20534,2006,March,2006,March,2006,February
GBP,139.22395,2006,March,2006,March,2006,March
GBP,139.27654,2006,February,2006,February,2006,February
GBP,139.32135,2006,February,2006,February,2006,February
GBP,139.337,2009,October,2009,November,2009,August
GBP,139.343,2010,July,2010,July,2010,April
GBP,139.394,2010,September,2010,September,2010,June
GBP,139.402,2010,February,2010,February,2009,November
GBP,139.443,2009,October,2009,October,2009,August
GBP,139.508,2010,August,2010,August,2010,May
GBP,139.564,2010,May,2010,May,2010,February
GBP,139.57123,2006,March,2006,April,2006,March
GBP,139.5919,2006,March,2006,March,2006,March
GBP,139.60408,2006,January,2006,January,2005,December
GBP,139.62332,2006,February,2006,March,2006,February
GBP,139.67671,2006,February,2006,February,2006,February
GBP,139.70049,2006,February,2006,February,2006,February
GBP,139.704,2010,March,2010,March,2009,December
GBP,139.73563,2006,March,2006,March,2006,March
GBP,139.763,2010,August,2010,August,2010,June
GBP,139.78557,2006,March,2006,March,2006,February
GBP,139.794,2010,September,2010,September,2010,June
GBP,139.83035,2006,February,2006,February,2006,February
GBP,139.8438,2006,February,2006,February,2006,February
GBP,139.848,2010,August,2010,August,2010,May
GBP,139.856,2009,October,2009,November,2009,August
GBP,139.85989,2006,February,2006,February,2006,February
GBP,139.86199,2005,December,2005,December,2005,December
GBP,139.86907,2005,December,2005,December,2005,December
GBP,139.875,2009,October,2009,October,2009,July
GBP,139.87655,2005,December,2005,December,2005,December
GBP,139.87657,2005,December,2005,December,2005,December
GBP,139.87865,2005,December,2005,December,2005,December
GBP,139.88129,2006,February,2006,February,2006,February
GBP,139.905,2008,August,2008,August,2008,June
GBP,139.906,2010,July,2010,July,2010,April
GBP,139.9421,2006,April,2006,April,2006,March
GBP,139.95992,2005,November,2005,November,2005,November
GBP,139.973,2010,March,2010,March,2009,December
GBP,140.019,2008,August,2008,August,2008,June
GBP,140.025,2010,June,2010,July,2010,April
GBP,140.02522,2006,March,2006,March,2006,March
GBP,140.02824,2005,November,2005,November,2005,November
GBP,140.04279,2005,November,2005,November,2005,November
GBP,140.06508,2006,March,2006,March,2006,March
GBP,140.097,2010,June,2010,July,2010,March
GBP,140.09814,2006,February,2006,February,2006,January
GBP,140.161,2009,October,2009,November,2009,August
GBP,140.164,2010,July,2010,July,2010,April
GBP,140.16684,2005,December,2005,December,2005,December
GBP,140.226,2010,September,2010,September,2010,June
GBP,140.329,2010,February,2010,February,2009,November
GBP,140.356,2010,February,2010,February,2009,November
GBP,140.36533,2006,April,2006,April,2006,March
GBP,140.39346,2006,March,2006,March,2006,February
GBP,140.423,2010,July,2010,July,2010,April
GBP,140.455,2010,August,2010,August,2010,May
GBP,140.46661,2006,March,2006,March,2006,March
GBP,140.47461,2006,April,2006,April,2006,March
GBP,140.486,2010,February,2010,February,2009,November
GBP,140.489,2010,September,2010,September,2010,June
GBP,140.50121,2005,December,2005,December,2005,December
GBP,140.5082,2005,December,2005,December,2005,December
GBP,140.52022,2005,December,2005,December,2005,December
GBP,140.5289,2006,February,2006,February,2006,February
GBP,140.59176,2006,March,2006,March,2006,February
GBP,140.602,2010,February,2010,February,2009,November
GBP,140.605,2006,April,2006,April,2006,April
GBP,140.61087,2006,March,2006,March,2006,March
GBP,140.631,2010,April,2010,May,2010,January
GBP,140.63583,2006,April,2006,April,2006,March
GBP,140.653,2010,February,2010,February,2009,November
GBP,140.692,2010,February,2010,February,2009,November
GBP,140.719,2010,March,2010,April,2009,December
GBP,140.8,2009,October,2009,October,2009,July
GBP,140.84286,2004,January,2004,January,2004,January
GBP,140.86427,2006,February,2006,February,2006,January
GBP,140.867,2010,July,2010,July,2010,April
GBP,140.90709,2006,January,2006,January,2006,January
GBP,140.922,2009,November,2009,November,2009,August
GBP,140.931,2010,September,2010,September,2010,June
GBP,140.94721,2006,April,2006,April,2006,April
GBP,140.959,2010,July,2010,July,2010,April
GBP,140.998,2010,March,2010,April,2009,December
GBP,141.005,2010,July,2010,July,2010,April
GBP,141.021,2009,October,2009,October,2009,July
GBP,141.06613,2006,March,2006,March,2006,February
GBP,141.088,2010,July,2010,July,2010,April
GBP,141.116,2010,July,2010,July,2010,April
GBP,141.141,2010,April,2010,May,2010,January
GBP,141.17899,2006,April,2006,April,2006,March
GBP,141.215,2010,February,2010,February,2009,November
GBP,141.256,2010,August,2010,August,2010,May
GBP,141.28966,2006,January,2006,January,2006,January
GBP,141.34105,2006,January,2006,January,2006,January
GBP,141.37,2010,March,2010,April,2009,December
GBP,141.40186,2006,January,2006,January,2005,December
GBP,141.412,2010,February,2010,February,2009,November
GBP,141.43766,2006,January,2006,January,2006,January
GBP,141.439,2010,April,2010,May,2010,January
GBP,141.481,2010,April,2010,April,2010,January
GBP,141.49305,2006,January,2006,January,2006,January
GBP,141.52981,2006,January,2006,January,2005,December
GBP,141.54,2009,November,2009,November,2009,August
GBP,141.58774,2005,December,2005,December,2005,December
GBP,141.604,2009,December,2009,December,2009,September
GBP,141.68129,2006,January,2006,January,2006,January
GBP,141.686,2010,April,2010,April,2010,January
GBP,141.687,2010,April,2010,April,2010,January
GBP,141.714,2010,March,2010,April,2009,December
GBP,141.71955,2006,January,2006,January,2006,January
