DATE _GBP_FILTER,(All),,
DATE_EUR_FILTER,(All),,
DATE_USD_FILTER,(All),,
,,,
Row Labels,Sum of USD,Sum of GBP,Sum of EUR
30/11/2007,89.939,135.779,122.864
01/12/2007,89.95,138.25,122.195
02/12/2007,89.963,137.223,120.324
03/12/2007,89.98,138.763,118.552
04/12/2007,90.007,137.331,117.478
05/12/2007,90.007,134.38,120.803
06/12/2007,90.031,132.906,117.456
07/12/2007,90.031,134.024,117.421
08/12/2007,90.043,132.71,116.913
09/12/2007,90.055,132.442,115.785
10/12/2007,90.07,133.021,113.433
11/12/2007,90.07,133.378,114.828
12/12/2007,90.07,132.837,113.775
13/12/2007,90.094,133.733,114.375
14/12/2007,90.094,134.149,115.907
15/12/2007,90.132,133.955,114.861
16/12/2007,90.132,136.304,113.728
17/12/2007,90.167,135.731,113.257
18/12/2007,90.167,135.093,113.961
19/12/2007,90.167,133.212,113.668
20/12/2007,90.229,133.636,113.016
21/12/2007,90.229,133.592,113.431
22/12/2007,90.325,134.728,112.479
23/12/2007,90.325,136.058,110.108
24/12/2007,90.325,135.394,110.292
25/12/2007,90.325,136.252,110.359
26/12/2007,90.541,136.334,110.996
27/12/2007,90.541,135.466,112.021
28/12/2007,90.541,137.25,112.492
29/12/2007,91.158,137.396,112.613
30/12/2007,91.158,136.269,113.387
31/12/2007,91.524,137.324,113.295
01/01/2008,91.839,137.942,114.432
02/01/2008,91.839,137.541,114.745
03/01/2008,92.074,138.965,113.747
04/01/2008,92.074,138.983,113.421
05/01/2008,92.337,138.928,113.642
06/01/2008,92.629,137.58,113.633
07/01/2008,92.629,140.097,114.18
08/01/2008,92.964,140.025,112.527
09/01/2008,92.964,140.164,112.786
10/01/2008,92.964,139.343,112.758
11/01/2008,92.964,139.906,115.49
12/01/2008,93.363,140.164,115.832
13/01/2008,93.654,138.945,116.21
14/01/2008,93.895,138.594,116.091
15/01/2008,93.895,140.959,116.886
16/01/2008,93.92,141.005,116.917
17/01/2008,93.92,142.501,116.054
18/01/2008,93.904,140.867,115.999
19/01/2008,93.751,141.116,117.56
20/01/2008,93.751,141.088,117.467
21/01/2008,93.653,140.423,119.425
22/01/2008,88.546,142.049,119.453
23/01/2008,93.413,142.861,119.794
24/01/2008,93.276,142.815,118.816
25/01/2008,93.276,143.923,118.308
26/01/2008,93.251,144.329,119.591
27/01/2008,93.251,144.311,119.333
28/01/2008,93.159,145.77,119.841
29/01/2008,92.966,147.192,120.201
30/01/2008,92.966,147.1,120.293
31/01/2008,92.771,146.37,120.505
01/02/2008,92.771,146.841,120.598
02/02/2008,92.568,147.284,122.057
03/02/2008,92.456,145.992,121.826
04/02/2008,92.456,145.604,121.438
05/02/2008,92.429,144.8,121.798
06/02/2008,92.429,144.477,122.722
07/02/2008,92.377,143.951,121.632
08/02/2008,92.38,144.256,120.709
09/02/2008,92.38,142.882,119.305
10/02/2008,92.365,143.02,118.982
11/02/2008,92.365,142.293,118.335
12/02/2008,92.356,142.199,118.732
13/02/2008,92.354,140.455,118.316
14/02/2008,92.357,139.848,117.754
15/02/2008,92.357,141.256,116.951
16/02/2008,92.351,139.508,115.894
17/02/2008,92.338,139.763,115.209
18/02/2008,92.341,138.524,114.873
19/02/2008,92.341,138.404,115.59
20/02/2008,92.34,138.188,114.418
21/02/2008,92.341,138.713,114.334
22/02/2008,92.341,138.62,113.966
23/02/2008,92.343,138.746,114.39
24/02/2008,92.343,139.394,114.83
25/02/2008,92.343,139.159,115.31
26/02/2008,92.343,139.794,116.149
27/02/2008,92.343,140.489,115.275
28/02/2008,92.342,140.226,114.494
29/02/2008,92.342,140.931,114.413
01/03/2008,92.343,142.152,115.146
02/03/2008,92.342,142.909,116.531
03/03/2008,92.342,142.206,117.167
04/03/2008,92.325,143.317,118.317
05/03/2008,92.325,142.961,118.49
06/03/2008,92.309,143.397,119.764
07/03/2008,92.342,144.781,119.316
08/03/2008,92.342,144.79,121.628
09/03/2008,92.342,144.86,122.176
10/03/2008,92.342,145.153,121.793
11/03/2008,92.333,144.516,123.218
12/03/2008,92.34,144.918,122.797
13/03/2008,92.34,145.643,124.677
14/03/2008,92.341,145.965,124.622
15/03/2008,92.341,145.956,125.457
16/03/2008,92.323,145.674,125.896
17/03/2008,92.341,146.538,126.419
18/03/2008,92.341,145.848,127.241
19/03/2008,92.341,145.954,128.444
20/03/2008,92.341,147.721,128.029
21/03/2008,92.341,147.759,128.074
22/03/2008,92.341,145.984,126.924
23/03/2008,92.341,145.883,128.758
24/03/2008,92.341,144.965,129.678
25/03/2008,92.341,144.965,129.672
26/03/2008,92.341,144.642,127.548
27/03/2008,92.341,92.452,128.488
28/03/2008,92.341,145.954,127.49
29/03/2008,92.341,146.387,127.49
30/03/2008,92.341,145.971,128.146
31/03/2008,92.341,146.592,128.295
01/04/2008,92.341,147.968,129.081
02/04/2008,92.341,148.528,127.836
03/04/2008,92.341,148.454,127.808
04/04/2008,92.341,149.075,127.462
05/04/2008,92.341,148.714,128.762
06/04/2008,92.341,148.383,129.326
07/04/2008,92.341,147.102,130.164
08/04/2008,92.341,148.049,130.703
09/04/2008,92.341,147.497,128.428
10/04/2008,92.341,146.033,127.903
11/04/2008,92.341,146.88,127.065
12/04/2008,92.341,147.911,125.398
13/04/2008,92.11,147.681,125.039
14/04/2008,92.11,146.595,124.127
15/04/2008,91.683,145.334,125.554
16/04/2008,91.306,145.103,125.931
17/04/2008,91.306,144.599,126.76
18/04/2008,90.852,143.8,124.864
19/04/2008,90.852,143.064,123.225
20/04/2008,90.057,143.325,122.655
21/04/2008,89.793,143.705,122.297
22/04/2008,89.793,143.802,122.041
23/04/2008,89.838,144.581,120.706
24/04/2008,89.838,145.271,119.991
25/04/2008,89.974,144.718,121.006
26/04/2008,90.101,145.685,121.719
27/04/2008,90.101,145.477,122.479
28/04/2008,90.217,145.312,123.049
29/04/2008,90.217,146.233,121.722
30/04/2008,90.452,144.799,122.43
01/05/2008,90.89,143.363,121.889
02/05/2008,90.89,143.829,121.631
03/05/2008,91.111,143.034,123.886
04/05/2008,91.111,143.144,122.524
05/05/2008,91.339,142.633,121.825
06/05/2008,91.339,142.071,122.446
07/05/2008,91.36,142.597,121.195
08/05/2008,91.36,142.598,121.121
09/05/2008,91.429,142.542,120.981
10/05/2008,91.523,142.342,121.055
11/05/2008,91.523,143.405,121.035
12/05/2008,91.573,,121.504
13/05/2008,91.573,143.53,122.067
14/05/2008,91.675,144.434,121.503
15/05/2008,91.761,143.647,122.372
16/05/2008,91.761,143.126,123.433
17/05/2008,91.831,143.917,122.846
18/05/2008,91.831,143.889,122.892
19/05/2008,91.902,144.86,121.66
20/05/2008,91.954,145.841,120.381
21/05/2008,91.954,146.835,119.352
22/05/2008,92.009,147.02,119.639
23/05/2008,92.009,147.854,120.4
24/05/2008,92.09,148.602,121.289
25/05/2008,92.179,148.175,123.787
26/05/2008,92.179,147.913,123.164
27/05/2008,92.27,148.256,123.878
28/05/2008,92.27,148.442,125.044
29/05/2008,92.358,146.841,124.951
30/05/2008,92.452,147.892,125.844
31/05/2008,92.452,147.504,126.197
01/06/2008,92.527,147.506,126.866
02/06/2008,92.527,149.404,127.232
03/06/2008,92.15,150.733,126.999
04/06/2008,92.071,151.174,127.379
05/06/2008,92.047,149.875,126.54
06/06/2008,92.047,149.884,127.721
07/06/2008,92.044,149.587,128.493
08/06/2008,92.043,149.457,128.174
09/06/2008,92.043,149.218,126.207
10/06/2008,92.042,148.926,126.747
11/06/2008,92.042,149.019,126.86
12/06/2008,92.042,150.415,127.083
13/06/2008,92.042,150.415,125.969
14/06/2008,92.042,150.774,125.293
15/06/2008,92.042,150.975,125.525
16/06/2008,92.042,150.259,126.007
17/06/2008,92.042,150.709,126.007
18/06/2008,92.042,150.747,126.132
19/06/2008,92.042,150.07,127.225
20/06/2008,92.042,150.638,126.174
21/06/2008,92.044,151.261,127.517
22/06/2008,92.044,151.197,127.768
23/06/2008,92.046,151.792,128.533
24/06/2008,92.048,151.523,128.645
25/06/2008,92.051,151.32,128.292
26/06/2008,92.054,150.409,128.292
27/06/2008,92.054,150.4,128.99
28/06/2008,92.06,149.284,129.884
29/06/2008,92.06,149.274,130.219
30/06/2008,92.068,149.498,129.364
01/07/2008,92.075,149.703,128.75
02/07/2008,92.075,150.15,128.379
03/07/2008,92.082,149.509,129.635
04/07/2008,92.082,151.053,129.439
05/07/2008,92.092,151.742,129.905
06/07/2008,92.108,151.602,130.296
07/07/2008,92.108,150.513,130.753
08/07/2008,92.134,149.556,131.776
09/07/2008,92.134,148.701,132.427
10/07/2008,92.182,149.157,131.981
11/07/2008,92.314,149.408,131.385
12/07/2008,92.314,149.966,131.675
13/07/2008,92.412,149.111,131.005
14/07/2008,92.412,151.112,131.517
15/07/2008,92.528,151.346,131.126
16/07/2008,92.588,151.97,132.233
17/07/2008,92.616,152.379,131.723
18/07/2008,92.616,152.239,131.965
19/07/2008,92.608,151.672,132.999
20/07/2008,92.557,151.292,132.98
21/07/2008,92.557,152.185,133.939
22/07/2008,92.58,152.083,134.497
23/07/2008,92.58,151.255,134.302
24/07/2008,92.634,151.609,134.87
25/07/2008,92.716,151.787,134.74
26/07/2008,92.716,151.787,134.443
27/07/2008,92.783,153.704,133.355
28/07/2008,92.783,153.409,132.796
29/07/2008,92.881,154.051,134.416
30/07/2008,92.956,154.963,134.416
31/07/2008,92.956,155.085,135.775
01/08/2008,92.938,153.317,135.936
02/08/2008,92.938,153.848,136.522
03/08/2008,92.957,153.82,137.713
04/08/2008,93.017,152.64,138.142
05/08/2008,93.017,152.296,137.481
06/08/2008,93.016,151.979,138.514
07/08/2008,93.001,153.376,138.495
08/08/2008,92.998,151.487,134.906
09/08/2008,92.998,151.395,133.966
10/08/2008,92.992,150.643,133.119
11/08/2008,92.992,151.22,133.948
12/08/2008,92.994,150.81,132.032
13/08/2008,93.009,150.205,133.065
14/08/2008,93.009,151.184,131.28
15/08/2008,93.021,150.188,131.698
16/08/2008,93.021,150.067,132.657
17/08/2008,93.025,151.027,132.601
18/08/2008,93.028,151.511,133.263
19/08/2008,93.028,152.712,130.379
20/08/2008,93.031,153.197,130.825
21/08/2008,93.031,153.867,130.92
22/08/2008,93.032,153.448,131.673
23/08/2008,93.032,151.764,132.157
24/08/2008,93.032,152.073,132.884
25/08/2008,93.033,152.706,133.806
26/08/2008,93.033,152.575,134.345
27/08/2008,93.033,152.335,133.759
28/08/2008,93.034,153.182,134.682
29/08/2008,93.034,151.274,136.059
30/08/2008,93.034,151.425,136.17
31/08/2008,93.035,152.839,136.367
01/09/2008,93.035,152.182,136.256
02/09/2008,93.035,150.423,134.544
03/09/2008,93.035,150.389,133.615
04/09/2008,93.035,150.18,134.564
05/09/2008,93.036,150.934,133.747
06/09/2008,93.036,150.261,131.672
07/09/2008,93.036,148.986,132.727
08/09/2008,93.036,148.537,132.145
09/09/2008,93.036,148.44,133.55
10/09/2008,93.036,148.803,133.9
11/09/2008,93.037,149.017,132.802
12/09/2008,93.037,149.705,132.539
13/09/2008,93.037,148.91,131.808
14/09/2008,93.037,150.102,133.213
15/09/2008,93.038,149.078,134.079
16/09/2008,93.038,148.969,134.972
17/09/2008,93.039,148.643,135.172
18/09/2008,93.039,148.578,135.257
19/09/2008,93.039,148.646,134.773
20/09/2008,93.039,147.315,133.639
21/09/2008,93.039,148.472,133.09
22/09/2008,93.04,149.98,133.463
23/09/2008,93.04,150.043,131.854
24/09/2008,93.04,149.606,129.081
25/09/2008,93.04,149.969,130.926
26/09/2008,93.04,149.57,132.276
27/09/2008,93.041,150.519,131.343
28/09/2008,93.041,151.824,130.599
29/09/2008,93.041,151.371,131.725
30/09/2008,93.043,152.162,131.941
01/10/2008,93.043,152.769,132.713
02/10/2008,93.043,151.987,134.074
03/10/2008,93.044,151.987,133.741
04/10/2008,93.044,152.959,135.072
05/10/2008,93.044,151.609,134.906
06/10/2008,93.044,151.632,133.612
07/10/2008,93.045,152.507,133.612
08/10/2008,93.045,151.302,133.932
09/10/2008,93.045,153.001,132.21
10/10/2008,93.046,152.573,132.27
11/10/2008,93.046,151.33,133.368
12/10/2008,93.046,150.678,131.399
13/10/2008,93.047,151.007,133.777
14/10/2008,93.047,151.532,132.884
15/10/2008,93.047,152.072,133.753
16/10/2008,93.047,153.094,132.673
17/10/2008,93.048,153.727,132.266
18/10/2008,93.048,153.605,133.285
19/10/2008,93.048,153.506,133.871
20/10/2008,93.049,153.692,133.914
21/10/2008,93.049,153.752,134.11
22/10/2008,93.049,152.401,133.093
23/10/2008,93.05,152.111,133.913
24/10/2008,93.05,152.862,134.007
25/10/2008,93.05,152.601,134.203
26/10/2008,93.05,151.777,134.389
27/10/2008,93.051,151.469,134.468
28/10/2008,93.051,151.272,135.516
29/10/2008,93.051,151.026,135.087
30/10/2008,93.052,151.063,134.601
31/10/2008,93.052,149.667,133.509
01/11/2008,93.052,149.021,133.021
02/11/2008,93.053,149.536,132.375
03/11/2008,93.053,148.698,132.843
04/11/2008,93.055,148.66,131.778
05/11/2008,93.055,148.73,131.722
06/11/2008,93.057,148.207,129.812
07/11/2008,93.06,149.338,127.69
08/11/2008,93.06,148.202,128.131
09/11/2008,93.064,148.07,129.084
10/11/2008,93.064,147.367,129.439
11/11/2008,93.069,145.754,130.397
12/11/2008,93.072,145.486,128.667
13/11/2008,93.072,145.901,128.809
14/11/2008,93.071,146.685,128.821
15/11/2008,93.071,147.944,127.491
16/11/2008,93.074,148.095,127.507
17/11/2008,93.075,147.059,126.789
18/11/2008,93.075,146.659,127.422
19/11/2008,93.078,145.807,128.561
20/11/2008,93.076,146.09,128.92
21/11/2008,93.077,147.025,127.747
22/11/2008,93.078,148.151,126.182
23/11/2008,93.078,147.978,125.707
24/11/2008,93.08,149.162,126.16
25/11/2008,93.08,149.375,127.278
26/11/2008,93.079,149.909,128.508
27/11/2008,93.079,149.397,129.638
28/11/2008,93.079,149.545,130.918
29/11/2008,93.08,149.166,130.464
30/11/2008,93.08,149.606,131.801
01/12/2008,93.081,151.584,129.923
02/12/2008,93.083,151.593,131.216
03/12/2008,93.083,151.748,130.049
04/12/2008,93.084,151.909,130.202
05/12/2008,93.084,152.948,131.987
06/12/2008,93.084,151.966,131.892
07/12/2008,93.086,151.197,132.215
08/12/2008,93.086,150.893,133.126
09/12/2008,93.089,152.114,134.731
10/12/2008,93.089,151.75,132.779
11/12/2008,93.092,152.557,130.13
12/12/2008,93.095,151.051,129.77
13/12/2008,93.095,152.622,131.159
14/12/2008,93.098,151.188,130.062
15/12/2008,93.098,149.682,130.841
16/12/2008,93.1,149.463,128.307
17/12/2008,93.102,149.819,130.702
18/12/2008,93.102,149.424,129.287
19/12/2008,93.106,148.683,127.807
20/12/2008,93.106,147.866,128.045
21/12/2008,93.111,147.733,128.095
22/12/2008,93.118,147.008,127.897
23/12/2008,93.118,147.965,128.6
24/12/2008,93.132,148.525,127.126
25/12/2008,93.132,148.713,127.145
26/12/2008,93.154,149.184,126.344
27/12/2008,93.209,148.706,127.014
28/12/2008,93.209,148.582,127.214
29/12/2008,93.298,148.475,127.742
30/12/2008,93.298,149.263,127.985
31/12/2008,93.453,148.251,127.8
01/01/2009,93.584,148.589,127.145
02/01/2009,93.584,148.379,127.673
03/01/2009,93.612,146.995,127.34
04/01/2009,93.612,147.1,126.299
05/01/2009,93.653,147.652,126.008
06/01/2009,93.786,147.198,125.39
07/01/2009,93.786,148.12,123.511
08/01/2009,94.498,149.129,123.274
09/01/2009,94.028,149.309,123.807
10/01/2009,94.518,149.016,123.799
11/01/2009,94.324,148.837,123.932
12/01/2009,94.324,147.432,124
13/01/2009,94.333,146.9,124.551
14/01/2009,94.333,148.079,124.258
15/01/2009,94.379,148.575,124.259
16/01/2009,94.428,147.948,123.481
17/01/2009,94.428,147.256,122.854
18/01/2009,94.461,146.887,123.586
19/01/2009,94.461,146.906,123.721
20/01/2009,94.481,147.021,122.266
21/01/2009,94.497,145.425,121.565
22/01/2009,94.545,145.693,121.366
23/01/2009,94.545,146.111,121.471
24/01/2009,94.666,145.77,121.444
25/01/2009,94.714,146.979,120.921
26/01/2009,94.779,147.931,120.419
27/01/2009,94.779,147.874,121.275
28/01/2009,94.841,148.046,121.161
29/01/2009,94.855,149.206,122.74
30/01/2009,94.855,148.999,123.312
31/01/2009,94.871,149.636,123.673
01/02/2009,94.871,149.741,123.408
02/02/2009,94.885,150.482,124.749
03/02/2009,94.9,150.731,125.026
04/02/2009,94.9,150.305,125.34
05/02/2009,94.914,150.602,124.333
06/02/2009,94.914,149.266,124.979
07/02/2009,94.928,150.19,125.256
08/02/2009,94.937,149.156,124.839
09/02/2009,94.937,150.232,126.428
10/02/2009,94.937,150.728,125.149
11/02/2009,94.946,151.433,124.798
12/02/2009,94.957,151.604,126.398
13/02/2009,94.957,151.444,127.321
14/02/2009,94.965,149.849,127.76
15/02/2009,94.973,149.669,127.933
16/02/2009,94.973,150.137,126.725
17/02/2009,94.982,148.646,126.175
18/02/2009,94.982,148.789,124.864
19/02/2009,94.991,149.389,124.989
20/02/2009,94.999,148.733,125.656
21/02/2009,94.999,149.324,124.688
22/02/2009,95.005,150.571,124.868
23/02/2009,95.005,150.865,124.252
24/02/2009,95.009,150.582,124.033
25/02/2009,95.014,150.687,124.101
26/02/2009,95.014,150.945,125.033
27/02/2009,95.018,150.814,125.49
28/02/2009,95.022,151.318,125.72
01/03/2009,95.026,151.242,125.111
02/03/2009,95.026,152.205,126.168
03/03/2009,95.03,152.577,125.922
04/03/2009,95.03,152.349,126.893
05/03/2009,95.033,150.82,126.664
06/03/2009,95.036,150.983,126.904
07/03/2009,95.036,150.879,126.915
08/03/2009,95.038,151.261,126.801
09/03/2009,95.038,151.603,124.492
10/03/2009,95.039,150.579,124.35
11/03/2009,95.04,151.644,124.531
12/03/2009,95.04,152.063,124.808
13/03/2009,95.041,152.72,124.837
14/03/2009,95.041,153.159,123.774
15/03/2009,95.042,152.971,125.134
16/03/2009,95.043,153.579,124.536
17/03/2009,95.044,154.085,124.897
18/03/2009,95.044,153.887,125.146
19/03/2009,95.044,154.431,124.967
20/03/2009,95.045,154.006,125.309
21/03/2009,95.045,153.92,125.928
22/03/2009,95.047,153.524,125.597
23/03/2009,95.048,153.476,125.827
24/03/2009,95.048,153.297,125.021
25/03/2009,95.049,152.768,124.935
26/03/2009,95.049,152.749,123.692
27/03/2009,95.05,151.276,123.863
28/03/2009,95.05,150.848,123.418
29/03/2009,95.051,150.336,122.403
30/03/2009,95.052,150.072,122.27
31/03/2009,95.053,149.541,120.787
01/04/2009,95.053,149.199,120.759
02/04/2009,95.054,149.02,120.769
03/04/2009,95.054,149.146,121.399
04/04/2009,95.055,148.139,120.421
05/04/2009,95.055,147.673,119.593
06/04/2009,95.055,145.544,119.015
07/04/2009,95.055,146.355,119.587
08/04/2009,95.057,146.355,118.437
09/04/2009,95.058,147.26,118.2
10/04/2009,95.059,146.71,117.193
11/04/2009,95.062,147.844,118.259
12/04/2009,95.063,147.73,118.259
13/04/2009,95.065,147.951,118.888
14/04/2009,95.066,147.817,118.491
15/04/2009,95.067,148.675,119.529
16/04/2009,95.068,148.867,118.777
17/04/2009,95.068,149.009,119.35
18/04/2009,95.069,149.677,119.635
19/04/2009,95.07,149.211,120.045
20/04/2009,95.07,148.356,120.113
21/04/2009,95.072,148.33,120.056
22/04/2009,95.073,147.581,120.733
23/04/2009,95.073,148.467,120.476
24/04/2009,95.074,149.106,119.317
25/04/2009,95.074,149.23,118.681
26/04/2009,95.075,148.938,118.264
27/04/2009,95.075,148.291,119.721
28/04/2009,95.075,147.885,120.065
29/04/2009,95.077,147.43,119.78
30/04/2009,95.077,147.801,119.553
01/05/2009,95.078,148.088,118.983
02/05/2009,95.079,146.918,117.796
03/05/2009,95.079,147.025,117.141
04/05/2009,95.079,147.95,116.97
05/05/2009,95.081,148.758,116.904
06/05/2009,95.082,148.456,115.877
07/05/2009,95.082,149.283,116.146
08/05/2009,95.083,149.362,116.08
09/05/2009,95.084,147.804,116.88
10/05/2009,95.084,147.518,116.424
11/05/2009,95.085,147.501,117.024
12/05/2009,95.085,148.348,116.388
13/05/2009,95.087,149.634,115.343
14/05/2009,95.087,149.226,115.115
15/05/2009,95.087,149.321,115.668
16/05/2009,95.087,148.877,116.458
17/05/2009,95.089,148.022,117.21
18/05/2009,95.09,148.081,116.422
19/05/2009,95.09,148.216,116.993
20/05/2009,95.091,149.024,117.214
21/05/2009,95.092,148.798,116.264
22/05/2009,95.093,148.541,116.503
23/05/2009,95.095,148.466,117.836
24/05/2009,95.095,149.362,118.283
25/05/2009,95.097,149.4,117.447
26/05/2009,95.097,149.192,116.972
27/05/2009,95.098,149.335,116.754
28/05/2009,95.1,149.46,117.383
29/05/2009,95.1,150.322,117.593
30/05/2009,95.1,151.083,116.871
31/05/2009,95.1,150.742,116.794
01/06/2009,95.101,150.344,117.69
02/06/2009,95.103,150.249,118.655
03/06/2009,95.104,150.688,119.464
04/06/2009,95.104,150.726,119.103
05/06/2009,95.105,151.232,119.124
06/06/2009,95.106,151.08,119.352
07/06/2009,95.107,151.329,119.41
08/06/2009,95.107,152.377,119.401
09/06/2009,95.108,152.371,119.649
10/06/2009,95.11,152.504,119.621
11/06/2009,95.11,153.145,119.908
12/06/2009,95.11,153.306,121.555
13/06/2009,95.112,154.308,121.806
14/06/2009,95.113,154.54,121.739
15/06/2009,95.113,154.458,122.873
16/06/2009,95.115,154.001,122.778
17/06/2009,95.115,154.909,124.665
18/06/2009,95.116,154.266,124.287
19/06/2009,95.116,154.471,124.242
20/06/2009,95.116,154.471,123.462
21/06/2009,95.117,154.247,123.864
22/06/2009,95.117,154.176,122.878
23/06/2009,95.118,153.619,123.101
24/06/2009,95.12,153.857,123.101
25/06/2009,95.121,153.453,122.467
26/06/2009,95.122,153.396,123.004
27/06/2009,95.124,154.047,122.636
28/06/2009,95.124,152.698,123.036
29/06/2009,95.125,152.593,122.992
30/06/2009,95.125,152.35,123.288
01/07/2009,95.127,152.616,123.852
02/07/2009,95.128,152.936,123.245
03/07/2009,95.128,152.893,123.188
04/07/2009,95.129,153.131,122.497
05/07/2009,95.129,153.918,122.963
06/07/2009,95.131,153.594,123.51
07/07/2009,95.132,152.791,123.304
08/07/2009,95.132,152.838,123.904
09/07/2009,95.133,152.371,124.909
10/07/2009,95.133,152.514,124.795
11/07/2009,95.135,153.628,124.172
12/07/2009,95.136,154.157,124.474
13/07/2009,95.136,152.943,124.093
14/07/2009,95.137,153.086,123.339
15/07/2009,95.137,153.526,123.777
16/07/2009,95.138,153.84,122.86
17/07/2009,95.139,152.215,122.907
18/07/2009,95.139,152.168,123.383
19/07/2009,95.141,152.095,123.84
20/07/2009,95.142,152,123.545
21/07/2009,95.143,151.87,121.812
22/07/2009,95.144,151.451,121.898
23/07/2009,95.144,151.306,121.48
24/07/2009,95.145,150.975,121.432
25/07/2009,95.145,151.083,121.157
26/07/2009,95.146,151.537,121.033
27/07/2009,95.147,151.852,121.419
28/07/2009,95.147,151.721,121.597
29/07/2009,95.148,151.988,121.349
30/07/2009,95.148,151.985,121.731
31/07/2009,95.149,152.827,122.141
01/08/2009,95.152,152.932,122.033
02/08/2009,95.152,152.442,122.833
03/08/2009,95.153,153.183,123.003
04/08/2009,95.154,153.602,123.708
05/08/2009,95.154,154.003,123.622
06/08/2009,95.155,153.925,123.065
07/08/2009,95.155,153.935,124.447
08/08/2009,95.156,153.089,124.648
09/08/2009,95.156,153.211,124.83
10/08/2009,95.157,153.842,125.091
11/08/2009,95.158,154.221,124.89
12/08/2009,95.161,154.087,123.478
13/08/2009,95.161,154.037,123.283
14/08/2009,95.162,154.922,124.115
15/08/2009,95.162,154.989,124.617
16/08/2009,95.164,155.666,124.799
17/08/2009,95.166,155.427,125.024
18/08/2009,95.168,154.776,125.717
19/08/2009,95.168,154.354,125.994
20/08/2009,95.17,154.631,127.014
21/08/2009,95.173,153.828,126.622
22/08/2009,95.176,154.547,126.313
23/08/2009,95.176,155.86,126.349
24/08/2009,95.179,154.465,126.846
25/08/2009,95.182,153.161,126.079
26/08/2009,95.185,153.588,126.012
27/08/2009,95.185,153.942,126.635
28/08/2009,95.188,153.252,125.162
29/08/2009,95.188,153.414,124.343
30/08/2009,95.191,154.103,124.662
31/08/2009,95.192,153.883,125.418
01/09/2009,95.192,153.615,124.887
02/09/2009,95.195,153.315,125.269
03/09/2009,95.195,153.267,126.835
04/09/2009,95.198,152.486,127.864
05/09/2009,95.201,151.982,127.673
06/09/2009,95.201,151.609,127.236
07/09/2009,95.205,151.705,127.868
08/09/2009,95.205,151.561,127.735
09/09/2009,95.209,150.88,127.392
10/09/2009,95.214,150.704,127.736
11/09/2009,95.214,150.331,127.668
12/09/2009,95.22,150.872,127.515
13/09/2009,95.22,151.322,128.545
14/09/2009,95.226,151.459,128.751
15/09/2009,95.232,150.301,128.656
16/09/2009,95.232,149.854,129.741
17/09/2009,95.239,150.275,129.732
18/09/2009,95.239,151.503,130.777
19/09/2009,95.248,150.186,129.323
20/09/2009,95.248,148.964,129.536
21/09/2009,95.256,148.418,129.287
22/09/2009,95.256,148.306,128.122
23/09/2009,95.264,148.099,128.115
24/09/2009,95.264,148.118,129.066
25/09/2009,95.275,146.437,127.572
26/09/2009,95.288,145.652,127.594
27/09/2009,95.302,146.152,127.654
28/09/2009,95.318,145.007,127.664
29/09/2009,95.318,145.428,128.097
30/09/2009,95.338,145.134,126.298
01/10/2009,95.338,145.163,126.214
02/10/2009,95.366,143.816,127.05
03/10/2009,95.41,144.097,125.355
04/10/2009,95.41,145.284,125.31
05/10/2009,95.473,145.282,125.53
06/10/2009,95.501,143.564,124.432
07/10/2009,95.523,142.466,124.502
08/10/2009,95.523,142.313,124.846
09/10/2009,95.54,142.861,124.734
10/10/2009,95.54,143.043,124.753
11/10/2009,95.549,144.942,124.373
12/10/2009,95.554,144.868,124.526
13/10/2009,95.554,144.734,123.887
14/10/2009,95.558,145.053,123.686
15/10/2009,95.558,145.331,125.144
16/10/2009,95.562,145.602,124.007
17/10/2009,95.566,145.614,123.921
18/10/2009,95.566,145.03,123.799
19/10/2009,95.571,144.65,123.646
20/10/2009,95.571,144.947,124.204
21/10/2009,95.576,145.583,124.589
22/10/2009,95.581,144.926,123.077
23/10/2009,95.581,144.758,122.265
24/10/2009,95.587,146.765,122.26
25/10/2009,95.594,146.358,122.757
26/10/2009,95.602,146.55,122.847
27/10/2009,95.602,146.585,122.774
28/10/2009,95.612,147.389,124.664
29/10/2009,95.622,147.213,124.678
30/10/2009,95.622,146.808,124.841
31/10/2009,95.633,146.635,125.45
01/11/2009,95.633,146.22,125.727
02/11/2009,95.645,146.517,125.139
03/11/2009,95.657,147.002,125.441
04/11/2009,95.657,145.897,125.556
05/11/2009,95.667,145.817,126.059
06/11/2009,95.667,146.332,125.159
07/11/2009,95.675,148.171,125.356
08/11/2009,95.683,148.142,125.007
09/11/2009,95.683,148.766,124.38
10/11/2009,95.689,148.431,124.721
11/11/2009,95.689,148.91,124.875
12/11/2009,95.694,149.279,124.614
13/11/2009,95.698,149.036,125.428
14/11/2009,95.698,148.806,125.218
15/11/2009,95.7,148.593,125.256
16/11/2009,95.7,148.967,125.699
17/11/2009,95.702,147.249,125.665
18/11/2009,95.702,147.362,125.722
19/11/2009,95.704,146.537,125.89
20/11/2009,95.704,145.947,125.88
21/11/2009,95.706,145.813,124.342
22/11/2009,95.708,146.145,124.471
23/11/2009,95.71,145.767,124.289
24/11/2009,95.71,145.239,123.495
25/11/2009,95.712,144.737,123.332
26/11/2009,95.714,144.631,123.336
27/11/2009,95.714,145.049,123.224
28/11/2009,95.716,145.171,123.348
29/11/2009,95.716,144.883,124.013
30/11/2009,95.718,144.804,123.611
